ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
57576654,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,)",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1294,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576655,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,XPA1F,MXPH11,MXHP11RBHXNBW,TOYOTA,YARIS,M1,M1,1,1615,1294,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576656,MT,IP-050531-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1114,99,114,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576657,MT,IP-0500605-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*04,YB,C5P81,M58DZ1,KIA,STONIC,M1,M1,1,1600,1288,123,137,2580,1531,1539,PETROL,M,1197,61,,E5 E5 29,,1,,,P,2021,,,
57576658,MT,IP-0500714-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E5*2007/46*1081*06,QLE,F5D11,M641Z1,KIA,SPORTAGE,M1,M1,1,2120,1714,129,149,2670,1609,1620,DIESEL,M,1598,85,,,,1.2,,,P,2021,,,
57576659,MT,IP-050534-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1130,104,120,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576660,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,XPA1F,MXPH11,MXPH11RBHXNBW,TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576661,MT,IP-JDA1ADDTL4A002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*60,SR,DHD2,AD6UA1S0M0B0,DACIA,DUSTER,M1,M1,1,1855,1535,112,132,2673,1563,1570,DIESEL,M,1461,85,,E2 E2 29,,1,,,P,2021,,,
57576662,MT,IP-JAA1MTPJT4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*08,RJA,BE2,MT6UA3GA5000,RENAULT,CLIO,M1,M1,1,1609,1290,111,120,2583,1506,1494,PETROL,M,999,67,,E9  E9 28 29,,1.9,,,P,2021,,,
57576663,MT,IP-JBA1MFPDW5A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*07,RJB,HE2,MFBTA72A5000,RENAULT,CAPTUR,M1,M1,1,1816,1472,124,143,2639,1554,1541,PETROL,M,1332,96,,,,,,,P,2021,,,
57576664,MT,IP-19_RW2_0007-JBM-1,TESLA,HONDA MOTOR CO,HONDA MOTOR CO LTD,,E6*2007/46*0265*03,RW,RW201,1,HONDA,CR-V,M1,M1,1,2150,1741,151,178,2662,1601,1629,PETROL,M,1498,127,,,,,,,P,2021,,,
57576665,MT,IP-110008-TMA-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*1076*03,TLE,F5D11,M641Z1,HYUNDAI,TUCSON,M1,M1,1,2120,1722,122,142,2670,1608,1620,DIESEL,M,1598,85,,,,,,,P,2021,,,
57576666,MT,IP-MQB27SZ_A1_0232-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*23,KJ,ZDGTD,FD7SFD7CW0024BF5A1AAA,SEAT,ARONA,M1,M1,1,1830,1465,107,135,2552,1503,1486,DIESEL,M,1598,70,,,,,,,P,2021,,,
57576667,MT,IP-MQB27SZ_A2_0096-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*22,KJ,XDGTD,FM5SFM5A40514BF4A1BA,SEAT,ARONA,M1,M1,1,1750,1428,108,129,2552,1503,1486,DIESEL,M,1598,70,,,,,,,P,2021,,,
57576668,MT,IP-J11B1DZP6TAY_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*02,J11,F,F04,NISSAN,QASHQAI,M1,M1,1,1870,1474,121,154,2646,1560,1560,PETROL,M,1332,103,,,,,,,P,2021,,,
57576669,MT,IP-MQB27SZ_A1_0216-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FD7SFD7CW0074BF3A1BAD,SEAT,ARONA,M1,M1,1,1690,1350,113,138,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576670,MT,IP-04-JSA-2018-1019,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E6*2007/46*0253*01,GJ,B74V,MT/L,SUZUKI,JIMNY,M1,M1,1,1435,1231,154,178,2250,1395,1405,PETROL,M,1462,75,,E4 28,,0.7,,,P,2021,,,
57576671,MT,IP-HMRMA51315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*61,S,XHMR,V/BCJS,CITROEN,C3,M1,M1,1,1515,1188,98,130,2539,1483,1480,PETROL,M,1199,61,,,,,,,P,2021,,,
57576672,MT,IP-JBA1M6PJT4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*08,RJB,HE2,M66UA1AA5200,RENAULT,CAPTUR,M1,M1,1,1734,1396,121,134,2639,1554,1541,PETROL,M,999,67,,E9  E9 29 28,,1.9,,,P,2021,,,
57576673,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MPH11(H),NXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576674,MT,IP-2019_0409-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1829*12,F2A,X28QT2,HZAA051A,MERCEDES BENZ,A 250 E,M1,M1,1,2155,1800,32,24,2729,1569,1558,PETROL/ELECTRIC,P,1332,118,77,,,,,,P,2021,,,70
57576675,MT,IP-JAA1AGDTL4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*03,RJA,BD2,AG6TA19A5000,RENAULT,CLIO,M1,M1,1,1702,1376,94,110,2583,1506,1494,DIESEL,M,1461,63,,,,,,,P,2021,,,
57576676,MT,IP-MQB27SZ_A1_0216-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*23,KJ,XDKRF,FD7FD7CW0074BF4A1BAD,SEAT,ARONA,M1,M1,1,1690,1363,113,139,2552,1503,1486,PETROL,M,999,85,,,,,,,P,2021,,,
57576677,MT,IP-050534-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*00,AC3,B5P11,A51A11,HYUNDAI,I10,M1,M1,1,1410,1117,99,120,2425,1479,1490,PETROL,M,998,49,,,,,,,P,2021,,,
57576678,MT,IP-MQB27SZ_A3_0549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*07,C1,DLAAACX05,FD7FD7CW0094BI1AAAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1770,1442,112,147,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576679,MT,IP-03_BU_0223-1C4-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*29,BU,AXN1B,E13AB5,JEEP,RENEGADE,M1,M1,1,1860,1476,129,152,2570,1551,1553,PETROL,M,999,88,,,,,,,P,2021,,,
57576680,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1294,48,86,2560,1520,1520,PETROL,H,1498,68,,E6 28,,0.8,,,P,2021,,,
57576681,MT,IP-0061-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0318*01,"ZE1HE(EU,M",MZEH12(H),MZEH12R-DHXNBW(2B),TOYOTA,COROLLA,M1,M1,1,1910,1626,62,83,2640,1530,1530,PETROL,H,1987,112,,E6 28,,0.6,,,P,2021,,,
57576682,MT,IP-JBA1MPJT4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*03,RJB,HE2,MFBTA62A5000,RENAULT,CAPTUR,M1,M1,1,1816,1459,124,143,2639,1554,1541,PETROL,M,1332,96,,,,,,,P,2021,,,
57576683,MT,IP-YHZATN85145-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E9*2007/46*6816*02,B,B,YHZBA2AH00,CITROEN,C4,M1,M1,1,1795,1498,99,119,2670,1560,1560,DIESEL,M,1499,96,,E2 28 29,,2.1,,,P,2021,,,
57576684,MT,IP-00118-JT-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13M(A),NHP13(MH),NHP130R-CHXNBW(4R),TOYOTA,YARIS HYBRID,M1,M1,1,1565,1265,59,76,2510,1485,1470,PETROL,H,1497,54,,,,,,,P,2021,,,
57576685,MT,IP-0000450-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*10,FMX,22BT,IHW500B0,MINI,COUNTRYMAN ONE D,M1,M1,1,2015,1657,107,136,2670,1585,1587,DIESEL,M,1496,85,,E24  28,,0.8,,,P,2021,,,
57576686,MT,IP-041177-KMH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E4*2007/46*1259*05,OS,F5P31,D61CZ1,HYUNDAI,KONA,M1,M1,1,1880,1535,63,80,2600,1576,1589,PETROL,H,1580,77,,E9 E9 29,,1.4,,,P,2021,,,
57576687,MT,IP-0000367-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*10,FMX,22BS,IAW50000,MINI,COUNTRYMAN COOPER SE,M1,M1,1,2270,1908,40,41,2670,1563,1565,PETROL/ELECTRIC,P,1499,92,141,E24  28 29,,0.8,,,P,2021,,,48
57576688,MT,IP-MQB27SZ_A1_0539-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XKLAA,FM6SFM6AJ0214BI3A1BAC,SEAT,ARONA,M1,M1,1,1680,1338,112,125,2552,1550,1485,PETROL,M,999,190,,E9 29,,1.1,,,P,2021,,,
57576689,MT,IP-MQB27SZ_A1_0219-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FD7SFD7CW0074BF3A1BAD,SEAT,ARONA,M1,M1,1,1690,1350,113,138,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576690,MT,IP-01-JMB-2018-0001,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION,,E1*2001/116*0406*33,CW0,GGP21,AVEJRRC5DAAA,MITSUBISHI,OUTLANDER,M1,M1,1,2390,2117,40,46,2670,1540,1540,PETROL/ELECTRIC,P,2360,99,148,,,,,,P,2021,,,45
57576691,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576692,MT,IP-J11A1DZP6DA7_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*05,J11,F,F12,NISSAN,QASHQAI,M1,M1,1,1825,1523,127,147,2646,1560,1560,PETROL,M,1332,116,,,,,,,P,2021,,,
57576693,MT,IP-JDA1MTPJR5A001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*59,SR,DHE2,MT5DA120M00E,DACIA,DUSTER,M1,M1,1,1725,1406,120,141,2673,1563,1570,PETROL,M,999,74,,,,,,,P,2021,,,
57576694,MT,IP-MQB27SZ_A1_0219-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDLAA,FM6SFM6AJ0214BI3A1AAC,SEAT,ARONA,M1,M1,1,1680,1329,109,121,2552,1505,1485,PETROL,M,999,81,,,,,,,P,2021,,,
57576695,MT,IP-0500714-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E5*2007/46*1081*06,QLE,F5D11,M641Z1,KIA,SPORTAGE,M1,M1,1,2120,1714,129,149,2670,1609,1620,DIESEL,M,1598,85,,,,1.2,,,P,2021,,,
57576696,MT,IP-0500716-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E5*2007/46*1081*06,QLE,F5D21,D721Z1,KIA,SPORTAGE,M1,M1,1,2145,1740,121,150,2670,1609,1620,DIESEL,M,1598,100,,,,,,,P,2021,,,
57576697,MT,IP-0500714-TMA-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2018/858*00001*00,NX4E,F5D11,M62A14,HYUNDAI,TUCSON,M1,M1,1,2105,1752,124,144,2680,1615,1622,DIESEL,M,1598,85,,E5 E5 E5 29 E5 28,,1.8,,,P,2021,,,
57576698,MT,IP-03_334_0197-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0318*23,334,AXR11,E17P5,FIAT,500X,M1,M1,1,1880,1492,128,152,2570,1545,1545,PETROL,M,1332,110,,E3 29,,0.9,,,P,2021,,,
57576699,MT,IP-13_2018_037-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*1803*06,KF,6W7,6EW0,MAZDA,CX-5,M1,M1,1,2020,1680,145,168,2700,1595,1595,PETROL,M,1998,121,,,,,,,P,2021,,,
57576700,MT,IP-E4-YV1-2018-0032,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*08,X,XZ72,XZ72VD0?,VOLVO,XC40,M1,M1,1,2180,1838,131,158,2702,1601,1626,DIESEL,M,1969,110,,,,,,,P,2021,,,
57576701,MT,IP-9-WF0-2018-0007,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3142*11,JHH,XUJM1JX,5DCDZNABHAY,FORD,FIESTA,M1,M1,1,1680,1303,96,124,2493,1508,1471,DIESEL,M,1499,63,,E9 28 29,,2.1,,,P,2021,,,
57576702,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13MA,NHP13MH,NHP130RCHXGBW4R,TOYOTA,YARIS HYBRID,M1,M1,1,1565,1276,64,78,2510,1465,1455,PETROL,H,1497,165,,,,,,,P,2021,,,
57576703,MT,IP-0098-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*02,AX1TEUM,ZYX11H,ZYX11RAHXKBW2E,TOYOTA,C-HR,M1,M1,1,1860,1587,60,78,2640,1540,1560,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576704,MT,IP-0098-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*02,"AX1T(EU,M)",ZYX11(H),ZYX11R-AHXKBW(2E),TOYOTA,C-HR,M1,M1,1,1860,1587,60,78,2640,1540,1560,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576705,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,XPA1F,MXPH11,MXPH11RBHXNBW,TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576706,MT,IP-AP9YA004BH0AT01-WP1-1,VW-SAIC,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0900*09,9YA,EF22,1215101,PORSCHE,CAYENNE E-HYBRID,M1,M1,1,3030,2657,58,76,2895,1687,1673,PETROL/ELECTRIC,P,2995,250,224,,,,,,P,2021,,,43
57576707,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576708,MT,IP-0000461-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1797*10,G3X,TS12,IAW50000,BMW,X3 XDRIVE30E,M1,M1,1,2620,2239,48,47,2864,1620,1636,PETROL/ELECTRIC,P,1998,135,165,,,,,,P,2021,,,48
57576709,MT,IP-J11A1DZP6DAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*05,J11,F,F10,NISSAN,QASHQAI,M1,M1,1,1810,1507,132,146,2646,1560,1560,PETROL,M,1332,103,,,,,,,P,2021,,,
57576710,MT,IP-MLB51AS_B0_5042-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1914*05,GE,XBM1JQ1,QE1QE1G1Z01RT11C210GABE,AUDI,E-TRON 55,M1,M1,1,3150,2792,0,0,2928,1637,1631,ELECTRIC,E,,158,259,,,,,,P,2021,,,
57576711,MT,IP-MQB37SZA00283-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*6394*22,5FP,XDPCAX0,FM6SFM62S0324BFVL1C1BAC,SEAT,ATECA,M1,M1,1,1900,1535,126,152,2621,1572,1537,PETROL,M,1498,110,,,,,,,P,2021,,,
57576712,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576713,MT,IP-03BU0261C-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*30,BU,AXV11,E20B5,JEEP,RENEGADE,M1,M1,1,1900,1558,136,157,2570,1551,1553,PETROL,M,1332,110,,,,,,,P,2021,,,
57576714,MT,IP-52D1JLDJR5A1000-UU1-1,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E2*2001/116*0314*91,SD,05DV,JL5DA140M500,DACIA,SANDERO,M1,M1,1,1645,1353,102,126,2589,1497,1486,DIESEL,M,1461,70,,,,,,,P,2021,,,
57576715,MT,IP-YHYMB65125-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*11,U,D,YHYJR2B200,PEUGEOT,2008,M1,M1,1,1731,1395,95,119,2605,1550,1550,DIESEL,M,1499,75,,,,,,,P,2021,,,
57576716,MT,IP-050056-KNA-01,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*00,JA,F5P31,A41CZ1,KIA,PICANTO,M1,M1,1,1400,1072,103,123,2400,1406,1415,PETROL,M,1248,62,,,,,,,P,2021,,,
57576717,MT,IP-132019507-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*06,DM,6WE,ACW00,MAZDA,CX-30,M1,M1,1,1957,1657,88,106,2655,1565,1565,PETROL,H,1998,90,,,,,,,P,2021,,,
57576718,MT,IP-132019507-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*01,DM,6WE,ACW00,MAZDA,CX-30,M1,M1,1,1957,1657,88,106,2655,1565,1565,PETROL,H,1998,90,,,,,,,P,2021,,,
57576719,MT,IP-MQB27SZ_A1_0219-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FD7SFD7CW0074BF3A1AAD,SEAT,ARONA,M1,M1,1,1690,1343,111,135,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576720,MT,IP-J11A1DZP6DAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*05,J11,F,F11,NISSAN,QASHQAI,M1,M1,1,1810,1523,135,154,2646,1560,1560,PETROL,M,1332,103,,,,,,,P,2021,,,
57576721,MT,IP-MQB27ZZ_A0_0213-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*20,AW,ABDKLA,FM5FM5DF002N2VR24BF1CAO,VOLKSWAGEN,POLO,M1,M1,1,1610,1290,106,129,2551,1499,1483,PETROL,M,999,70,,,,,,,P,2021,,,
57576722,MT,IP-MQB27SZ_A3_0549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*07,C1,DLAAACX05,FM6FM6AJ0214BI1BBAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1750,1422,113,136,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576723,MT,IP-0000022WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2063*01,FML2E,XP32,0AW40000,MINI,COOPER SE,M1,M1,1,1770,1568,0,0,2495,1484,1493,ELECTRIC,E,,75,149,,,,,,P,2021,,,253
57576724,MT,IP-11KNA2018-0014,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*01,YB,C5P21,M62BZ1,KIA,STONIC,M1,M1,1,1640,1308,129,138,2580,1537,1544,PETROL,M,998,88,,E5 E5 29,,1,,,P,2021,,,
57576725,MT,IP-20194001-WME-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0413*44,451,53E5X0,ZZBAA21A,SMART,FORTWO,M1,M1,1,1310,1202,0,0,1873,1471,1435,ELECTRIC,E,,,,,,,,,P,2021,,,
57576726,MT,IP-132019507-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*06,DM,6WE,6CW00,MAZDA,CX-30,M1,M1,1,1927,1637,81,99,2655,1565,1565,PETROL,H,1998,90,,,,,,,P,2021,,,
57576727,MT,IP-132019518-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*06,DM,6WE,ACW00,MAZDA,CX-30,M1,M1,1,1957,1657,88,106,2655,1565,1565,PETROL,H,1998,90,,,,,,,P,2021,,,
57576728,MT,IP-YHYBE611C-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0624*08,E,C,YHYCA2P000,CITROEN,BERLINGO,M1,M1,1,2095,1641,107,141,2785,1563,1577,DIESEL,M,1499,75,,,,,,,P,2021,,,
57576729,MT,IP-HNSATN85440-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*11,U,S,HNSSR1B300,PEUGEOT,2008,M1,M1,1,1740,1374,109,137,2605,1550,1550,PETROL,M,1199,96,,,,,,,P,2021,,,
57576730,MT,IP-HMHMA55310-VR-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*07,U,P,HMHDJ1B300,PEUGEOT,208,M1,M1,1,1510,1190,94,124,2541,1500,1500,PETROL,M,1199,55,,,,,,,P,2021,,,
57576731,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*03,AB1,KGB40(H),KGB40R-AHGGKW(2V),TOYOTA,AYGO,M1,M1,1,1240,1019,95,118,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576732,MT,IP-HMRMA51315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*61,S,XHMR,VBCJS,CITROEN,C3,M1,M1,1,1515,1188,98,130,2539,1483,1480,PETROL,M,1199,61,,,,,,,P,2021,,,
57576733,MT,IP-J11A1DZP6DAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*05,J11,F,F13,NISSAN,QASHQAI,M1,M1,1,1825,1538,129,153,2646,1560,1560,PETROL,M,1332,116,,,,,,,P,2021,,,
57576734,MT,IP-J11A1DZP6DAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*04,J11,A,A15,NISSAN,QASHQAI,M1,M1,1,1975,1572,106,138,2646,1560,1560,DIESEL,M,1461,85,,,,,,,P,2021,,,
57576735,MT,IP-JAA1MTPJT4_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*02,RJA,BE2,MT5TA08A5000,RENAULT,CLIO,M1,M1,1,1603,1270,99,117,2583,1506,1494,PETROL,M,999,74,,E9  E9 28 29,,1.9,,,P,2021,,,
57576736,MT,IP-0000198-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1688*10,G5L,JA92,DAW50000,BMW,530E IPERFORMANCE,M1,M1,1,2420,1962,36,33,2975,1604,1631,PETROL/ELECTRIC,P,1998,135,135,,,,,,P,2021,,,54
